Common organization names, first names of people, and location names can be handled by recourse to list lookup, although there are drawbacks: some names may be on more than one list, the lists will not be complete and may not match the name as it is realized in the text (e.g., may not cover the needed abbreviated form of an organization name, may not cover the complete person name), etc..	Method_Citation
No analysis has been done of the relative difficulty of the MUC6 ST task compared to previous extraction evaluation tasks.  The one-month limitation on development in preparation for MUC6 would be difficult to factor into the computation, and even without that additional factor, the problem of coming up with a reasonable, objective way of measuring relative task difficulty has not been adequately addressed.	Implication_Citation
If the corpus is unparsed then there is an iterative approach to maximum-likelihood estimation (the EM or Baum-Welsh algorithm--again, see Section 2) and the same question arises: do we get actual probabilities or do the estimated PCFG&apos;s assign some mass to infinite trees?  We will show that in both cases the estimated probability is tight.	Aim_Citation
We will show that in both cases the estimated probability is tight.	Aim_Citation
(8~fl)ea ~(B --~/3) = ~=lf(B --~/3;cai) (3) c~ s.t. H &lt;B-~)e~ ~i=lf(B ---+o4cai) The maximum-likelihood estimator is the natural, &quot;relative frequency,&quot; estimator.	Method_Citation
If the corpus is unparsed then there is an iterative approach to maximum-likelihood estimation (the EM or Baum-Welsh algorithm--again, see Section 2) and the same question arises: do we get actual probabilities or do the estimated PCFG&apos;s assign some mass to infinite trees?  We will show that in both cases the estimated probability is tight.	Aim_Citation
We will show that in both cases the estimated probability is tight.	Aim_Citation
(8~fl)ea ~(B --~/3) = ~=lf(B --~/3;cai) (3) c~ s.t. H &lt;B-~)e~ ~i=lf(B ---+o4cai) The maximum-likelihood estimator is the natural, &quot;relative frequency,&quot; estimator.	Method_Citation
We will show that in both cases the estimated probability is tight.	Aim_Citation
We will show that in both cases the estimated probability is tight.	Aim_Citation
Dempster, Laird, and Rubin [1977] put the idea into a much more general setting and coined the Chi and Geman Probabilistic Context-Free Grammars term EM for Expectation-Maximization.	Aim_Citation
(8~fl)ea ~(B --~/3) = ~=lf(B --~/3;cai) (3) c~ s.t. H &lt;B-~)e~ ~i=lf(B ---+o4cai) The maximum-likelihood estimator is the natural, &quot;relative frequency,&quot; estimator.	Method_Citation
Estimation of Probabilistic Context-Free Grammars	Aim_Citation
Dempster, Laird, and Rubin [1977] put the idea into a much more general setting and coined the Chi and Geman Probabilistic Context-Free Grammars term EM for Expectation-Maximization.	Method_Citation
If the corpus is unparsed then there is an iterative approach to maximum-likelihood estimation (the EM or Baum-Welsh algorithm--again, see Section 2) and the same question arises: do we get actual probabilities or do the estimated PCFG&apos;s assign some mass to infinite trees?  We will show that in both cases the estimated probability is tight.	Aim_Citation
We will show that in both cases the estimated probability is tight.	Aim_Citation
If the corpus is unparsed then there is an iterative approach to maximum-likelihood estimation (the EM or Baum-Welsh algorithm--again, see Section 2) and the same question arises: do we get actual probabilities or do the estimated PCFG&apos;s assign some mass to infinite trees?  We will show that in both cases the estimated probability is tight.	Aim_Citation
The assignment of probabilities to the productions of a context-free grammar may generate an improper distribution: the probability of all finite parse trees is less than one.	Aim_Citation
Estimation of Probabilistic Context-Free Grammars	Aim_Citation
We show here that estimated production probabilities always yield proper distributions.	Results_Citation
Estimation of Probabilistic Context-Free Grammars	Aim_Citation
If the corpus is unparsed then there is an iterative approach to maximum-likelihood estimation (the EM or Baum-Welsh algorithm--again, see Section 2) and the same question arises: do we get actual probabilities or do the estimated PCFG&apos;s assign some mass to infinite trees?  We will show that in both cases the estimated probability is tight.	Aim_Citation
The work described here also makes use of a hidden Markov model.	Method_Citation
A model containing all of the refinements described, was tested using a magazine article containing 146 sentences (3,822 words).  A 30,000 word dictionary was used, supplemented by inflectional analysis for words not found directly in the dictionary.	Method_Citation
An alternative to uniformly increasing the order of the conditioning is to extend it selectively.  Mixed higher- order context can be modeled by introducing explicit state sequences.  In the arrangement the basic first-order network remains, permitting all possible category sequences, and modeling first-order dependency.	Method_Citation
The paper describes refinements that are currently being investigated in a model for part-of-speech assignment to words in unrestricted text.	Aim_Citation
Mixed higher- order context can be modeled by introducing explicit state sequences.  The basic network is then augmented with the extra state sequences which model certain category sequences in more detail.	Method_Citation
In this regard, word equivalence classes were used (Kupiec, 1989).  There it is assumed that the distribution of the use of a word depends on the set of categories it can assume, and words are partitioned accordingly.	Method_Citation
In a ranked list of words in the corpus the most frequent 100 words account for approximately 50% of the total tokens in the corpus, and thus data is available to estimate them reliably.  The most frequent 100 words of the corpus were assigned individually in the model, thereby enabling them to have different distributions over their categories.	Method_Citation
The model has the advantage that a pre-tagged training corpus is not required.	Implication_Citation
A stochastic method for assigning part-of-speech categories to unrestricted English text has been described.	Method_Citation
In this regard, word equivalence classes were used (Kupiec, 1989).  There it is assumed that the distribution of the use of a word depends on the set of categories it can assume, and words are partitioned accordingly.	Method_Citation
The paper describes refinements that are currently being investigated in a model for part-of-speech assignment to words in unrestricted text.  A stochastic method for assigning part-of-speech categories to unrestricted English text has been described.	Method_Citation
Table 2: Accuracy of individual taggers and combination methods.	Method_Citation
A next step is to examine them in pairs.  We can investigate all situations where one tagger suggests T1 and the other T2 and estimate the probability that in this situation the tag should actually be Tx.	Method_Citation
In order to see whether combination of the component tuggers is likely to lead to improvements of tagging quality, we first examine the results of the individual taggers when applied to Tune.  We accept that we are measuring quality in relation to a specific tagging	Method_Citation
However, it appears more useful to give more weight to taggers which have proved their quality.  This can be general quality, e.g. each tagger votes its overall precision (TotPrecision), or quality in relation to the current situation, e.g. each tagger votes its precision on the suggested tag (Tag- Precision).  The information about each tagger&apos;s quality is derived from an inspection of its results on Tune.	Method_Citation
A next step is to examine them in pairs.  We can investigate all situations where one tagger suggests T1 and the other T2 and estimate the probability that in this situation the tag should actually be Tx.  When used on Test, the pairwise voting strategy (TagPair) clearly outperforms the other voting strategies, 8 but does not yet approach the level where all tying majority votes are handled correctly (98.31%).	Results_Citation
5 The most straightforward selection method is an n-way vote.	Method_Citation
The most democratic option is to give each tagger one vote (Majority).  This can be general quality, e.g. each tagger votes its overall precision (TotPrecision), or quality in relation to the current situation, e.g. each tagger votes its precision on the suggested tag (Tag- Precision).  A next step is to examine them in pairs.  When combining the taggers, every tagger pair is taken in turn and allowed to vote (with the probability described above) for each possible tag, i.e. not just the ones suggested by the component taggers.	Method_Citation
Pairwise Voting	Method_Citation
The most democratic option is to give each tagger one vote (Majority).	Aim_Citation
Our experiment shows that, at least for the task at hand, combination of several different systems allows us to raise the performance ceiling for data driven systems.	Results_Citation
However, it appears more useful to give more weight to taggers which have proved their quality.  This can be general quality, e.g. each tagger votes its overall precision (TotPrecision), or quality in relation to the current situation, e.g. each tagger votes its precision on the suggested tag (Tag- Precision).	Method_Citation
The most important observation is that every combination (significantly) outperforms the combination of any strict subset of its components.  Also of note is the improvement yielded by the best combination.  The pairwise voting system, using all four individual taggers, scores 97.92% correct on Test, a 19.1% reduction in error rate over the best individual system, viz.	Results_Citation
However, it appears more useful to give more weight to taggers which have proved their quality.  This can be general quality, e.g. each tagger votes its overall precision (TotPrecision), or quality in relation to the current situation, e.g. each tagger votes its precision on the suggested tag (Tag- Precision).	Method_Citation
The first choice for this is to use a Memory- Based second level learner.  To examine if the overtraining effects are specific to this particular second level classifier, we also used the C5.0 system, a commercial version of the well-known program C4.5 (Quinlan 1993) for the induction of decision trees, on the same training material.	Method_Citation
A next step is to examine them in pairs.  We can investigate all situations where one tagger suggests T1 and the other T2 and estimate the probability that in this situation the tag should actually be Tx.	Method_Citation
The second stage can be provided with the first level outputs, and with additional information, e.g. about the original input pattern.	Method_Citation
This is most likely an overtraining effect: Tune is probably too small to collect case bases which can leverage the stacking effect convincingly, especially since only 7.51% of the second stage material shows disagreement between the featured tags.  The most important observation is that every combination (significantly) outperforms the combination of any strict subset of its components.  Also of note is the improvement yielded by the best combination.  The pairwise voting system, using all four individual taggers, scores 97.92% correct on Test, a 19.1% reduction in error rate over the best individual system, viz.  Regardless of such closer investigation, we feel that our results are encouraging enough to extend our investigation of combination, starting with additional component taggers and selection strategies, and going on to shifts to other tagsets and/or languages.	Results_Citation
The second part, Tune, consists of 10% of the data (every ninth utterance, 114479 tokens) and is used to select the best tagger parameters where applicable and to develop the combination methods.  All Taggers Correct 92.49 Majority Correct (31,211) 4.34 Correct Present, No Majority 1.37 (22,1111) Minority Correct (13,121) 1.01 All Taggers Wrong 0.78 Table 1: Tagger agreement on Tune.  This is most likely an overtraining effect: Tune is probably too small to collect case bases which can leverage the stacking effect convincingly, especially since only 7.51% of the second stage material shows disagreement between the featured tags.	Implication_Citation
Improving Data Driven Wordclass Tagging by System Combination  Four well-known tagger generators (Hidden Markov Model, Memory-Based, Transformation Rules and Maximum Entropy) are trained on the same corpus data.  After comparison, their outputs are combined using several voting strategies and second stage classifiers.  Stacked classifiers From the measurements so far it appears that the use of more detailed information leads to a better accuracy improvement.	Method_Citation
A next step is to examine them in pairs.  We can investigate all situations where one tagger suggests T1 and the other T2 and estimate the probability that in this situation the tag should actually be Tx.  The practice of feeding the outputs of a number of classifiers as features for a next learner sit is significantly better than the runner-up (Precision-Recall) with p=0.  is usually called stacking (Wolpert 1992).  Surprisingly, none of the Memory-Based based methods reaches the quality of TagPair.	Method_Citation
When used on Test, the pairwise voting strategy (TagPair) clearly outperforms the other voting strategies, 8 but does not yet approach the level where all tying majority votes are handled correctly (98.31%).  Surprisingly, none of the Memory-Based based methods reaches the quality of TagPair.	Results_Citation
The data we use for our experiment consists of the tagged LOB corpus (Johansson 1986).	Method_Citation
Four well-known tagger generators (Hidden Markov Model, Memory-Based, Transformation Rules and Maximum Entropy) are trained on the same corpus data.  Table 2: Accuracy of individual taggers and combination methods.	Results_Citation
The first choice for this is to use a Memory- Based second level learner.  Surprisingly, none of the Memory-Based based methods reaches the quality of TagPair.  To examine if the overtraining effects are specific to this particular second level classifier, we also used the C5.0 system, a commercial version of the well-known program C4.5 (Quinlan 1993) for the induction of decision trees, on the same training material.  1° Because C5.0 prunes the decision tree, the overfitting of training material (Tune) is less than with Memory-Based learning, but the results on Test are also worse.	Results_Citation
By contrast, the Troll system described in this paper has an etfeetive algorithm f&lt;&gt;r deciding well-formedness	Method_Citation
THE CORRECT AND EFFICIENT IMPLEMENTATION OF APPROPRIATENESS SPECIFICATIONS FOR TYPED FEATURE STRUCTURES	Aim_Citation
By contrast, the Troll system described in this paper has an etfeetive algorithm f&lt;&gt;r deciding well-formedness, which is based on the idea of efficiently representing disjunctive possibilities within the feature structure, Call a well-typed feature structure in which all nodes are labelled with species a resolved feature structure and call a set of resolved feature structures that have the same underlying graph (that is, they differ only in their node labellings) a disjunctive resolved feature structure.  We write fS, ~vf8 and &apos;D~.)c$ for the collections of feature structures, resolved feature structures and disjunctive resolved feature structures respectively.  Say that F&apos;E RFS is a resolvant of F E FS iff F and F&apos; have the same underlying graph and F subsumes F&apos;.  Let type resolution be the total function R:-&gt;DRFS such that R(F) is the set of all resolvants of F. Guided by the partition and all-or-nothing conditions, King [13] has formulated a semantics of feature structures and developed a notion of a satisfiable feature structure such that F E FS is satisfiable iff R(F) 0.  APPROPRIATENES S CONDITIONS A very important property of the class of DRFS is that they are closed under unification, i.e., if F and F&apos;E DRFS then F U F&apos; E DRFS.4 Given this property, it would in principle he possible to use the disjunctive resolved feature structures in an implementation without any additional type inferencing procedure to maintain satisfiability.  It would, of course, not be very efficient to work with such large disjunctions of feature structures.	Method_Citation
1 Unlike previous systems such as ALl,:, Troll does not employ a.ny type infereneing	Hypothesis_Citation
Let type resolution be the total function R:-&gt;DRFS such that R(F) is the set of all resolvants of F. Guided by the partition and all-or-nothing conditions, King [13] has formulated a semantics of feature structures and developed a notion of a satisfiable feature structure such that F E FS is satisfiable iff R(F) 0.  C, erdemann ,% King [8] have also shown that a feature strtlcture l]leets all encoded FCRs ifl&quot; the feature structure is satisfiable.  The Troll system, which is based on this idea, effectively inqflements type resolution.	Method_Citation
Our empirical study utilizes the training and test data from the 1998 SENSEVAL evaluation of word sense disambiguation systems.  Two feature sets are selected from the training data based on the top 100 ranked bigrams according to the power divergence statistic and the Dice CoeÆcient.  While the accuracy of this approach was as good as any previously published results, the learned models were complex and diÆcult to interpret, in e?ect acting as very accurate black boxes.	Method_Citation
The approach in this paper relies upon a feature set made up of bigrams, two word sequences that occur in a text.  The context in which an ambiguous word occurs is represented by some number of binary features that indicate whether or not a particular bigram has occurred within approximately 50 words to the left or right of the word being disambiguated.  We have developed the Bigram Statistics Package to produce ranked lists of bigrams using a range of tests.	Method_Citation
This paper shows that the combination of a simple feature set made up of bigrams and a standard decision tree learning algorithm results in accurate word sense disambiguation.	Results_Citation
This paper shows that the combination of a simple feature set made up of bigrams and a standard decision tree learning algorithm results in accurate word sense disambiguation.	Results_Citation
The approach in this paper relies upon a feature set made up of bigrams, two word sequences that occur in a text.  The context in which an ambiguous word occurs is represented by some number of binary features that indicate whether or not a particular bigram has occurred within approximately 50 words to the left or right of the word being disambiguated.	Method_Citation
This paper presents a corpus-based approach to word sense disambiguation where a decision tree assigns a sense to an ambiguous word based on the bigrams that occur nearby.	Method_Citation
However, (Cressie and Read, 1984) suggest that there are cases where Pearson&apos;s statistic is more reliable than the likelihood ratio and that one test should not always be preferred over the other.  Unfortunately it is usually not clear which test is most appropriate for a particular sample of data.	Implication_Citation
The approach in this paper relies upon a feature set made up of bigrams, two word sequences that occur in a text.  Given the sparse and skewed nature of this data, the statistical methods used to select interesting bigrams must be carefully chosen.  A number of well known statistics belong to this family, including the likelihood ratio statisticG 2 and Pearson&apos;sX 2 statistic.	Method_Citation
The importance of the Markov assumption for the discourse grammar is that we can now view the whole system of discourse grammar and local utterance-based likelihoods as a kth-order hidden Markov model (HMM) (Rabiner and Juang 1986).  We conducted preliminary experiments to assess how neural networks compare to decision trees for the type of data studied here.  Table 9 Combined utterance classification accuracies (chance = 35%).  Discourse Grammar Accuracy (%) Prosody Recognizer Combined None 38.9 42.8 56.5 Unigram 48.3 61.8 62.4 Bigram 49.7 64.3 65.0 Table 10 Accuracy (in %) for individual and combined models for two subtasks, using uniform priors (chance = 50%).	Method_Citation
For the speech recognition task, our framework provides a mathematically principled way to condition the speech recognizer on conversation context through dialogue structure, as well as on nonlexical information correlated with DA identity.  Second, we present results obtained with this approach on a large, widely available corpus of spontaneous conversational speech.	Aim_Citation
The computation of likelihoods P(EIU ) depends on the types of evidence used.  Prosodic features-Evidence is given by the acoustic features F capturing various aspects of pitch, duration, energy, etc., of the speech signal; the associated likelihoods are P(F I U).	Method_Citation
&lt;.1% Hey thanks a lot &lt;.1% The goal of this article is twofold: On the one hand, we aim to present a comprehensive framework for modeling and automatic classification of DAs, founded on well-known statistical methods.  For the speech recognition task, our framework provides a mathematically principled way to condition the speech recognizer on conversation context through dialogue structure, as well as on nonlexical information correlated with DA identity.	Aim_Citation
A backchannel is a short utterance that plays discourse-structuring roles, e.g., indicating that the speaker should go on talking.  These are usually referred to in the conversation analysis literature as &quot;continuers&quot; and have been studied extensively (Jefferson 1984; Schegloff 1982; Yngve 1970).	Method_Citation
Tag STATEMENT BACKCHANNEL/ACKNOWLEDGE OPINION ABANDONED/UNINTERPRETABLE AGREEMENT/ACCEPT APPRECIATION YEs-No-QUESTION NONVERBAL YES ANSWERS CONVENTIONAL-CLOSING WH-QUESTION NO ANSWERS RESPONSE ACKNOWLEDGMENT HEDGE DECLARATIVE YES-No-QuESTION OTHER BACKCHANNEL-QUESTION QUOTATION SUMMARIZE/REFORMULATE AFFIRMATIVE NON-YES ANSWERS ACTION-DIRECTIVE COLLABORATIVE COMPLETION REPEAT-PHRASE OPEN-QUESTION RHETORICAL-QUESTIONS HOLD BEFORE ANSWER/AGREEMENT REJECT NEGATIVE NON-NO ANSWERS SIGNAL-NON-UNDERSTANDING OTHER ANSWERS CONVENTIONAL-OPENING OR-CLAUSE DISPREFERRED ANSWERS 3RD-PARTY-TALK OFFERS, OPTIONS ~ COMMITS SELF-TALK D OWNPLAYER MAYBE/AcCEPT-PART TAG-QUESTION DECLARATIVE WH-QUESTION APOLOGY THANKING Example % Me, I&apos;m in the legal department.	Method_Citation
While there is hardly consensus on exactly how discourse structure should be described, some agreement exists that a useful first level of analysis involves the identification of dialogue acts (DAs).  Thus, DAs can be thought of as a tag set that classifies utterances according to a combination of pragmatic, semantic, and syntactic criteria.	Method_Citation
&lt;.1% Hey thanks a lot &lt;.1% The goal of this article is twofold: On the one hand, we aim to present a comprehensive framework for modeling and automatic classification of DAs, founded on well-known statistical methods.  However, our framework generalizes earlier models, giving us a clean probabilistic approach for performing DA classification from unreliable words and nonlexical evidence.  The domain we chose to model is the Switchboard corpus of human-human conversational telephone speech (Godfrey, Holliman, and McDaniel 1992) distributed by the Linguistic Data Consortium.	Aim_Citation
For example, our model draws on the use of DA n-grams and the hidden Markov models of conversation present in earlier work, such as Nagata and Morimoto (1993, 1994) and Woszczyna and Waibel (1994) (see Section 7).  The importance of the Markov assumption for the discourse grammar is that we can now view the whole system of discourse grammar and local utterance-based likelihoods as a kth-order hidden Markov model (HMM) (Rabiner and Juang 1986).  The HMM states correspond to DAs, observations correspond to utterances, transition probabilities are given by the discourse grammar (see Section 4), and observation probabilities are given by the local likelihoods P(Eil Ui).	Aim_Citation
Interactional dominance (Linell 1990) might be measured more accurately using DA distributions than with simpler techniques, and could serve as an indicator of the type or genre of discourse at hand.  In all these cases, DA labels would enrich the available input for higher-level processing of the spoken words.	Method_Citation
Our goal is to build a question-focused sentence retrieval mechanism using a topic-sensitive version ofthe LexRank method.	Aim_Citation
In topic-sensitive LexRank, we first stem all of thesentences in a set of articles and compute word IDFsby the following formula:	Method_Citation
Our goal is to build a question-focused sentence retrieval mechanism using a topic-sensitive version ofthe LexRank method.	Aim_Citation
Our goal is to build a question-focused sentence retrieval mechanism using a topic-sensitive version ofthe LexRank method.	Aim_Citation
Our goal is to build a question-focused sentence retrieval mechanism using a topic-sensitive version ofthe LexRank method.	Aim_Citation
In topic-sensitive LexRank, we first stem all of thesentences in a set of articles and compute word IDFsby the following formula: idfw = log (N + 1 0.5 + sfw )(1) whereN is the total number of sentences in the cluster, and sfw is the number of sentences that the wordw appears in.	Method_Citation
Using Random Walks for Question-focused Sentence Retrieval  In a Web-based news summarization setting, users of our system could choose to see the retrieved sentences (asin Table 9) as a question-focused summary.	Method_Citation
Our goal is to build a question-focused sentence retrieval mechanism using a topic-sensitive version ofthe LexRank method.	Aim_Citation
Our goal is to build a question-focused sentence retrieval mechanism using a topic-sensitive version ofthe LexRank method.  The output of our system, a ranked list of sentences relevant to the user’s question, can be subsequently used as input to an answer selection system in order to find specific answers from the extracted sentences.  Alternatively, the sentences canbe returned to the user as a question-focused summary.  To apply LexRank, a similarity graph is producedfor the sentences in an input document set.  In thegraph, each node represents a sentence.  There areedges between nodes for which the cosine similarity between the respective pair of sentences exceedsa given threshold.  The degree of a given node isan indication of how much information the respective sentence has in common with other sentences.	Method_Citation
Our goal is to build a question-focused sentence retrieval mechanism using a topic-sensitive version ofthe LexRank method.	Aim_Citation
Our goal is to build a question-focused sentence retrieval mechanism using a topic-sensitive version ofthe LexRank method.	Aim_Citation
Our goal is to build a question-focused sentence retrieval mechanism using a topic-sensitive version ofthe LexRank method.	Aim_Citation
itowever, the problem with his method is that a unitication result graph consists only of newly created structures.  This is unnecessary because there are often input snbgraphs that can be used as part of the result graph without any modification, or as sharable parts between one of the input graphs and the result graph.  Copying sharable parts is called redundant copying.	Implication_Citation
Strategic Lazy Incremental Copy Graph Unification	Method_Citation
Strategic Lazy Incremental Copy Graph Unification	Method_Citation
Furthermore, structure sharing increases the portion of token identical substructures of FSs which makes it efficient to keep unification results of substructures of FSs and reuse them.  This reduces repeated calculation of substructures.	Aim_Citation
The other, called ti~e strategic incremental copy graph unification method, uses an early failure finding strategy which first tries to unify :;ubstructures tending to fail in unification; this method is; based on stochastic data on tim likelihood of failure and ,&apos;educes unnecessary computation.	Implication_Citation
in this method, theretbre, the failure tendency information is acquired by a learning process.  That is, the SING unification method applied in an analysis system uses the failure tendency information acquired by a learning analysis process.  in the learning process, when FS unification is applied, feature treatment orders are randomized for the sake of random extraction.	Method_Citation
This paper proposes an FS unification method that allows structure sharing with constant m&apos;der node access time.  This method achieves structure sharing by introducing lazy copying to Wroblewski&apos;s incremental copy graph unification method.  Then, the unification of tl anti t2 is defined as their greatest lower bound or the meet.	Method_Citation
Strategic Lazy Incremental Copy Graph Unification	Method_Citation
Copying sharable parts is called redundant copying.  Furthermore, structure sharing increases the portion of token identical substructures of FSs which makes it efficient to keep unification results of substructures of FSs and reuse them.	Method_Citation
Furthermore, structure sharing increases the portion of token identical substructures of FSs which makes it efficient to keep unification results of substructures of FSs and reuse them.	Implication_Citation
For example, a spoken Present.  Japanese analysis system based on llPSG[Kogure 891 uses 90% - 98% of the elapsed time in FS unification.	Results_Citation
The LING unification method achieves structure sharing without the O(log d) data access overhead of Pereira&apos;s method.  This is unnecessary because there are often input snbgraphs that can be used as part of the result graph without any modification, or as sharable parts between one of the input graphs and the result graph.  Copying sharable parts is called redundant copying.  A better method would nfinimize the copying of sharable varts.	Method_Citation
This is unnecessary because there are often input snbgraphs that can be used as part of the result graph without any modification, or as sharable parts between one of the input graphs and the result graph.  Copying sharable parts is called redundant copying.  A better method would nfinimize the copying of sharable varts.	Method_Citation
Copying sharable parts is called redundant copying.  A better method would nfinimize the copying of sharable varts.	Implication_Citation
Copying sharable parts is called redundant copying.  5 disables structure sharing, ttowever, this whole copying is not necessary if a lazy evaluation method is used.  With such a method, it is possible to delay copying a node until either its own contents need to change (e.g., node G3/Ka c !7&gt;) or until it is found to have an arc (sequence) to a node t, hat needs to be copied (e.g., node X G3/&lt;a c&gt; in Fig.	Aim_Citation
A better method would nfinimize the copying of sharable varts.	Method_Citation
To detect the different areas of meaning in our local graphs, we use a cluster algorithm for graphs (Markov clustering, MCL) developed by van Dongen (2000).	Method_Citation
Following the method in (Widdows and Dorow, 2002), we build a graph in which each node represents a noun and two nodes have an edge between them if they co-occur in lists more than a given number of times 1.  To detect the different areas of meaning in our local graphs, we use a cluster algorithm for graphs (Markov clustering, MCL) developed by van Dongen (2000).	Method_Citation
We then determined the WordNet synsets which most adequately characterized the sense clusters.	Method_Citation
This paper describes an algorithm which automatically discovers word senses from free text and maps them to the appropriate entries of existing dictionaries or taxonomies.	Aim_Citation
Following the method in (Widdows and Dorow, 2002), we build a graph in which each node represents a noun and two nodes have an edge between them if they co-occur in lists more than a given number of times 1.	Method_Citation
Following the method in (Widdows and Dorow, 2002), we build a graph in which each node represents a noun and two nodes have an edge between them if they co-occur in lists more than a given number of times 1.	Method_Citation
To detect the different areas of meaning in our local graphs, we use a cluster algorithm for graphs (Markov clustering, MCL) developed by van Dongen (2000).	Method_Citation
The algorithm is based on a graph model representing words and relationships between them.  Sense clusters are iteratively computed by clustering the local graph of similar words around an ambiguous word.	Method_Citation
Preliminary observations show that the different neighbours in Table 1 can be used to indicate with great accuracy which of the senses is being used.	Results_Citation
Following the method in (Widdows and Dorow, 2002), we build a graph in which each node represents a noun and two nodes have an edge between them if they co-occur in lists more than a given number of times 1.	Method_Citation
Based on the intuition that nouns which co-occur in a list are often semantically related, we extract contexts of the form Noun, Noun,... and/or Noun, e.g. &quot;genomic DNA from rat, mouse and dog&quot;.	Method_Citation
To detect the different areas of meaning in our local graphs, we use a cluster algorithm for graphs (Markov clustering, MCL) developed by van Dongen (2000).	Method_Citation
The local graph in step 1 consists of w, the ni neighbours of w and the n9 neighbours of the neighbours of w. Since in each iteration we only attempt to find the &quot;best&quot; cluster, it suffices to build a relatively small graph in 1.	Method_Citation
This gives rise to an automatic, unsupervised word sense disambiguation algorithm which is trained on the data to be disambiguated.	Implication_Citation
To detect the different areas of meaning in our local graphs, we use a cluster algorithm for graphs (Markov clustering, MCL) developed by van Dongen (2000).  The algorithm is based on a graph model representing words and relationships between them.  Sense clusters are iteratively computed by clustering the local graph of similar words around an ambiguous word.	Method_Citation
TheFigure 2: Graph of the one-to-one accuracy of our full model (+FEATS) under the best hyperparameter setting by iteration	Results_Citation
Our empirical results demonstrate that the type-based tagger rivals state-of-the-art tag-level taggers which employ more sophisticated learning mechanisms to exploit similar constraints	Results_Citation
In this way we restrict the parameterization of a Language Original case English Danish Dutch German Spanish Swedish Portuguese 94	Results_Citation
6 96	Results_Citation
3 96	Results_Citation
6 95	Results_Citation
5 95	Results_Citation
4 93	Results_Citation
3 95	Results_Citation
6 Table 1: Upper bound on tagging accuracy assuming each word type is assigned to majority POS tag	Results_Citation
Our empirical results demonstrate that the type-based tagger rivals state-of-the-art tag-level taggers which employ more sophisticated learning mechanisms to exploit similar constraints	Method_Citation
We consider the unsupervised POS induction problem without the use of a tagging dictionary	Method_Citation
We consider the unsupervised POS induction problem without the use of a tagging dictionary	Method_Citation
For all languages we do not make use of a tagging dictionary	Method_Citation
Our experiments consistently demonstrate that this model architecture yields substantial performance gains over more complex tagging counterparts	Results_Citation
Simply assigning to each word its most frequent associated tag in a corpus achieves 94	Results_Citation
6% accuracy on the WSJ portion of the Penn Treebank	Results_Citation
We consider the unsupervised POS induction problem without the use of a tagging dictionary	Method_Citation
We consider the unsupervised POS induction problem without the use of a tagging dictionary	Method_Citation
We hypothesize that modeling morphological information will greatly constrain the set of possible tags, thereby further refining the representation of the tag lexicon	Method_Citation
