Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	Foma: finite-state compiler library	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	instance, suppose defined arbitrary regular language L, want define language contains one factor L, by: OneL = (∃x)(x ∈ L ∧ (∃y)(y ∈ L ∧ (x = y))); Here, quantifiers apply substrings, attribute usual meaning ∈ ∧, kind concatenative meaning predicate S(t1, t2).	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	Hence, example, OneL defines language exists string x x member language L exist string y, also L, would occur different position x. kind logical specification regular languages useful building languages would quite cumbersome express regular expression operators.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	fact, many internally complex operations Foma built reduction type logical expressions.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	mentioned, Foma supports reading writing LEXC file format, morphological categories divided so-called continuation classes.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	practice stems back earliest two-level compilers (Karttunen et al., 1987).	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	simple example format: Multichar_Symbols +Pl +Sing LEXICON Root Nouns; LEXICON Nouns cat Plural; church Plural; LEXICON Plural +Pl:%ˆs #; +Sing #;	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	Foma API gives access basic functions, constructing finite-state machine regular expression provided string, performing transduction, exhaustively matching given string starting every position.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	following basic snippet illustrates use C API instead main interface Foma construct finite-state machine encoding language a+b+ check whether string matches it: 1.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	void check_word(char *s) { 2.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	fsm_t *network; 3.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	fsm_match_result *result; 4.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	"5. network = fsm_regex(""a+ b+""); 6."	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	result = fsm_match(fsm, s); 7.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	(result->num_matches > 0) 8.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	"printf(""Regex matches""); 9."	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	"10 } Here, instead calling fsm regex() function construct machine regular expressions, could instead accessed beforementioned low-level routines built network entirely without regular expressions combining low-level primitives, follows, replacing line 5 above: network = fsm_concat( fsm_kleene_plus( fsm_symbol(""a"")), fsm_kleene_plus( fsm_symbol(""b""))); API currently active development future functionality likely include conversion networks 8-bit letter transducers/automata maximum speed regular expression matching transduction."	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	educational use Foma support visualization machines builds AT&T Graphviz library.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	educational purposes illustrate automata construction methods, support changing behavior algorithms.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	instance, default, efficiency reasons, Foma determinizes minimizes automata nearly every incremental operation.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	Operations unions automata also constructed default product construction method directly produces deterministic automata.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	However, on-the-fly minimization determinization relaxed, Thompson construction method chosen interface automata remain non-deterministic non- minimized whenever possible—non-deterministic automata naturally easier inspect analyze.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	Though main concern Foma efficiency, compatibility extendibility, usefulness perspective important avoid bottlenecks underlying algorithms cause compilation times skyrocket, especially constructing combining large lexical transducers.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	mind, care taken attempt optimize underlying primitive algorithms.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	Table 2 shows comparison existing toolkits build deterministic, minimized automata/transducers.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	One whole, Foma seems perform particularly well pathological cases involve exponential growth number states determinizing non- deterministic machines.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	general usage patterns, advantage quite dramatic, average use Foma seems perform comparably e.g. Xerox/PARC toolkit, perhaps exception certain types large lexicon descriptions (>100,000 words).	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	Foma project multipurpose multi-mode finite-state compiler geared toward practical construction large-scale finite-state machines may needed natural language processing well providing framework research finite-state automata.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	Several wide- coverage morphological analyzers specified LEXC/xfst format compiled successfully Foma.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	Foma free software remain GNU General Public License.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	source code available, collaboration encouraged.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	GNU AT&T Foma xfst flex fsm 4 Σ∗aΣ15 0.216s 16.23s 17.17s 1.884s Σ∗aΣ20 8.605s nf nf 153.7s North Sami 14.23s 4.264s N/A N/A 8queens 0.188s 1.200s N/A N/A sudoku2x3 5.040s 5.232s N/A N/A lexicon.lex 1.224s 1.428s N/A N/A 3sat30 0.572s 0.648s N/A N/A Table 2: relative comparison running selection regular expressions scripts finite-state toolkits.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	first second entries short regular expressions exhibit exponential behavior.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	second results FSM 221 states 222 arcs.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	others scripts run Xerox/PARC Foma.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	file lexicon.lex LEXC format English dictionary 38418 entries.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	North Sami large lexicon (lexc file) North Sami language available http://divvun.no.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	Foma: finite-state compiler library	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	Foma compiler, programming language, C library constructing finite-state automata transducers various uses.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	specific support many natural language processing applications producing morphological phonological analyzers.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	Foma largely compatible Xerox/PARC finite-state toolkit.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	also embraces Unicode fully supports various different formats specifying regular expressions: Xerox/PARC format, Perl-like format, mathematical format takes advantage ‘Mathematical Operators’ Unicode block.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	Foma finite-state compiler, programming language, regular expression/finite-state library designed multipurpose use explicit support automata theoretic research, constructing lexical analyzers programming languages, building morphological/phonological analyzers, well spellchecking applications.	1
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	compiler allows users specify finite-state automata transducers incrementally similar fashion AT&T’s fsm (Mohri et al., 1997) Lextools (Sproat, 2003), Xerox/PARC finite- state toolkit (Beesley Karttunen, 2003) SFST toolkit (Schmid, 2005).	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	One Foma’s design goals compatibility Xerox/PARC toolkit.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	Another goal allow ability work n-tape automata formalism expressing first-order logical constraints regular languages n-tape- transductions.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	Foma licensed GNU general public license: keeping traditions free software, distribution includes source code comes user manual library examples.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	compiler library implemented C API available.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	API many ways similar standard C library <regex.h>, similar calling conventions.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	However, low-level functions operate directly automata/transducers also available (some 50+ functions), including regular expression primitives extended functions well automata deter- minization minimization algorithms.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	may useful someone wanting build separate GUI interface using existing low- level functions.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	API also contains, mainly spell-checking purposes, functionality finding words match closely (but exactly) path automaton.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	makes straightforward build spell-checkers morphological transducers simply extracting range transduction matching words approximately.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	Unicode (UTF8) fully supported fact encoding accepted Foma.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	successfully compiled Linux, Mac OS X, Win32 operating systems, likely portable systems without much effort.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	Retaining backwards compatibility Xerox/PARC time extending formalism means one often able construct finite-state networks equivalent various ways, either ASCII-based operators Unicode-based extensions.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	example, one either say: ContainsX = Σ* X Σ*; MyWords = {cat}|{dog}|{mouse}; MyRule = n -> || p; ShortWords = [MyLex1]1 ∩ Σˆ<6; or: Proceedings EACL 2009 Demonstrations Session, pages 29–32, Athens, Greece, 3 April 2009.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	Qc 2009 Association Computational Linguistics Operators Compatibility variant Function [ ] () [ ] () grouping parentheses, optionality ∀ ∃ N/A quantifiers \ ‘ term negation, substitution/homomorphism : : cross-product + ∗ + ∗ Kleene closures ˆ<n ˆ>n ˆ{m,n} ˆ<n ˆ>n ˆ{m,n} iterations 1 2 .1 .2 .u .l domain & range .f N/A eliminate unification flags $ $.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	˜ $ $.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	complement, containment operators / ./.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	N/A N/A ‘ignores’, left quotient, right quotient, ‘inside’ quotient ∈ ∈/ = /= N/A language membership, position equivalence ≺ < > precedes, follows ∨ ∪ ∧ ∩ - .P. .p. | & − .P. .p. union, intersection, set minus, priority unions => -> (->) @-> => -> (->) @-> context restriction, replacement rules <> shuffle (asynchronous product) × ◦ .x. .o. cross-product, composition Table 1: regular expressions available Foma highest lower precedence.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	Horizontal lines separate precedence classes.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	define ContainsX ?* X ?*; define MyWords {cat}|{dog}|{mouse}; define MyRule n -> || _ p; define ShortWords Mylex.i.l & ?ˆ<6; addition basic regular expression operators shown table 1, formalism extended various ways.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	One extension ability use form first-order logic make existential statements languages transductions (Hulden, 2008).	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	instance, suppose defined arbitrary regular language L, want define language contains one factor L, by: OneL = (∃x)(x ∈ L ∧ (∃y)(y ∈ L ∧ (x = y))); Here, quantifiers apply substrings, attribute usual meaning ∈ ∧, kind concatenative meaning predicate S(t1, t2).	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	Hence, example, OneL defines language exists string x x member language L exist string y, also L, would occur different position x. kind logical specification regular languages useful building languages would quite cumbersome express regular expression operators.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	fact, many internally complex operations Foma built reduction type logical expressions.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	mentioned, Foma supports reading writing LEXC file format, morphological categories divided so-called continuation classes.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	practice stems back earliest two-level compilers (Karttunen et al., 1987).	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	simple example format: Multichar_Symbols +Pl +Sing LEXICON Root Nouns; LEXICON Nouns cat Plural; church Plural; LEXICON Plural +Pl:%ˆs #; +Sing #;	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	Foma API gives access basic functions, constructing finite-state machine regular expression provided string, performing transduction, exhaustively matching given string starting every position.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	following basic snippet illustrates use C API instead main interface Foma construct finite-state machine encoding language a+b+ check whether string matches it: 1.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	void check_word(char *s) { 2.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	fsm_t *network; 3.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	fsm_match_result *result; 4.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	"5. network = fsm_regex(""a+ b+""); 6."	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	result = fsm_match(fsm, s); 7.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	(result->num_matches > 0) 8.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	"printf(""Regex matches""); 9."	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	"10 } Here, instead calling fsm regex() function construct machine regular expressions, could instead accessed beforementioned low-level routines built network entirely without regular expressions combining low-level primitives, follows, replacing line 5 above: network = fsm_concat( fsm_kleene_plus( fsm_symbol(""a"")), fsm_kleene_plus( fsm_symbol(""b""))); API currently active development future functionality likely include conversion networks 8-bit letter transducers/automata maximum speed regular expression matching transduction."	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	educational use Foma support visualization machines builds AT&T Graphviz library.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	educational purposes illustrate automata construction methods, support changing behavior algorithms.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	instance, default, efficiency reasons, Foma determinizes minimizes automata nearly every incremental operation.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	Operations unions automata also constructed default product construction method directly produces deterministic automata.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	However, on-the-fly minimization determinization relaxed, Thompson construction method chosen interface automata remain non-deterministic non- minimized whenever possible—non-deterministic automata naturally easier inspect analyze.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	Though main concern Foma efficiency, compatibility extendibility, usefulness perspective important avoid bottlenecks underlying algorithms cause compilation times skyrocket, especially constructing combining large lexical transducers.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	mind, care taken attempt optimize underlying primitive algorithms.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	Table 2 shows comparison existing toolkits build deterministic, minimized automata/transducers.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	One whole, Foma seems perform particularly well pathological cases involve exponential growth number states determinizing non- deterministic machines.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	general usage patterns, advantage quite dramatic, average use Foma seems perform comparably e.g. Xerox/PARC toolkit, perhaps exception certain types large lexicon descriptions (>100,000 words).	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	Foma project multipurpose multi-mode finite-state compiler geared toward practical construction large-scale finite-state machines may needed natural language processing well providing framework research finite-state automata.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	Several wide- coverage morphological analyzers specified LEXC/xfst format compiled successfully Foma.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	Foma free software remain GNU General Public License.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	source code available, collaboration encouraged.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	GNU AT&T Foma xfst flex fsm 4 Σ∗aΣ15 0.216s 16.23s 17.17s 1.884s Σ∗aΣ20 8.605s nf nf 153.7s North Sami 14.23s 4.264s N/A N/A 8queens 0.188s 1.200s N/A N/A sudoku2x3 5.040s 5.232s N/A N/A lexicon.lex 1.224s 1.428s N/A N/A 3sat30 0.572s 0.648s N/A N/A Table 2: relative comparison running selection regular expressions scripts finite-state toolkits.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	first second entries short regular expressions exhibit exponential behavior.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	second results FSM 221 states 222 arcs.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	others scripts run Xerox/PARC Foma.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	file lexicon.lex LEXC format English dictionary 38418 entries.	0
Recently, open-source tools released: paper, used Foma (Hulden, 2009) develop Russian guesser.	North Sami large lexicon (lexc file) North Sami language available http://divvun.no.	0
rules learned format so-called phonological replacement rules (Beesley Karttunen, 2002) later converted equivalent finite-state transducers using freely available foma toolkit (Hulden, 2009a).	Foma: finite-state compiler library	0
rules learned format so-called phonological replacement rules (Beesley Karttunen, 2002) later converted equivalent finite-state transducers using freely available foma toolkit (Hulden, 2009a).	Foma compiler, programming language, C library constructing finite-state automata transducers various uses.	0
rules learned format so-called phonological replacement rules (Beesley Karttunen, 2002) later converted equivalent finite-state transducers using freely available foma toolkit (Hulden, 2009a).	specific support many natural language processing applications producing morphological phonological analyzers.	0
rules learned format so-called phonological replacement rules (Beesley Karttunen, 2002) later converted equivalent finite-state transducers using freely available foma toolkit (Hulden, 2009a).	Foma largely compatible Xerox/PARC finite-state toolkit.	0
rules learned format so-called phonological replacement rules (Beesley Karttunen, 2002) later converted equivalent finite-state transducers using freely available foma toolkit (Hulden, 2009a).	also embraces Unicode fully supports various different formats specifying regular expressions: Xerox/PARC format, Perl-like format, mathematical format takes advantage ‘Mathematical Operators’ Unicode block.	0
rules learned format so-called phonological replacement rules (Beesley Karttunen, 2002) later converted equivalent finite-state transducers using freely available foma toolkit (Hulden, 2009a).	Foma finite-state compiler, programming language, regular expression/finite-state library designed multipurpose use explicit support automata theoretic research, constructing lexical analyzers programming languages, building morphological/phonological analyzers, well spellchecking applications.	0
rules learned format so-called phonological replacement rules (Beesley Karttunen, 2002) later converted equivalent finite-state transducers using freely available foma toolkit (Hulden, 2009a).	compiler allows users specify finite-state automata transducers incrementally similar fashion AT&T’s fsm (Mohri et al., 1997) Lextools (Sproat, 2003), Xerox/PARC finite- state toolkit (Beesley Karttunen, 2003) SFST toolkit (Schmid, 2005).	0
rules learned format so-called phonological replacement rules (Beesley Karttunen, 2002) later converted equivalent finite-state transducers using freely available foma toolkit (Hulden, 2009a).	One Foma’s design goals compatibility Xerox/PARC toolkit.	0
rules learned format so-called phonological replacement rules (Beesley Karttunen, 2002) later converted equivalent finite-state transducers using freely available foma toolkit (Hulden, 2009a).	Another goal allow ability work n-tape automata formalism expressing first-order logical constraints regular languages n-tape- transductions.	0
rules learned format so-called phonological replacement rules (Beesley Karttunen, 2002) later converted equivalent finite-state transducers using freely available foma toolkit (Hulden, 2009a).	Foma licensed GNU general public license: keeping traditions free software, distribution includes source code comes user manual library examples.	0
rules learned format so-called phonological replacement rules (Beesley Karttunen, 2002) later converted equivalent finite-state transducers using freely available foma toolkit (Hulden, 2009a).	compiler library implemented C API available.	0
rules learned format so-called phonological replacement rules (Beesley Karttunen, 2002) later converted equivalent finite-state transducers using freely available foma toolkit (Hulden, 2009a).	API many ways similar standard C library <regex.h>, similar calling conventions.	0
rules learned format so-called phonological replacement rules (Beesley Karttunen, 2002) later converted equivalent finite-state transducers using freely available foma toolkit (Hulden, 2009a).	However, low-level functions operate directly automata/transducers also available (some 50+ functions), including regular expression primitives extended functions well automata deter- minization minimization algorithms.	0
rules learned format so-called phonological replacement rules (Beesley Karttunen, 2002) later converted equivalent finite-state transducers using freely available foma toolkit (Hulden, 2009a).	may useful someone wanting build separate GUI interface using existing low- level functions.	0
rules learned format so-called phonological replacement rules (Beesley Karttunen, 2002) later converted equivalent finite-state transducers using freely available foma toolkit (Hulden, 2009a).	API also contains, mainly spell-checking purposes, functionality finding words match closely (but exactly) path automaton.	0
rules learned format so-called phonological replacement rules (Beesley Karttunen, 2002) later converted equivalent finite-state transducers using freely available foma toolkit (Hulden, 2009a).	makes straightforward build spell-checkers morphological transducers simply extracting range transduction matching words approximately.	0
rules learned format so-called phonological replacement rules (Beesley Karttunen, 2002) later converted equivalent finite-state transducers using freely available foma toolkit (Hulden, 2009a).	Unicode (UTF8) fully supported fact encoding accepted Foma.	0
rules learned format so-called phonological replacement rules (Beesley Karttunen, 2002) later converted equivalent finite-state transducers using freely available foma toolkit (Hulden, 2009a).	successfully compiled Linux, Mac OS X, Win32 operating systems, likely portable systems without much effort.	0
rules learned format so-called phonological replacement rules (Beesley Karttunen, 2002) later converted equivalent finite-state transducers using freely available foma toolkit (Hulden, 2009a).	Retaining backwards compatibility Xerox/PARC time extending formalism means one often able construct finite-state networks equivalent various ways, either ASCII-based operators Unicode-based extensions.	0
rules learned format so-called phonological replacement rules (Beesley Karttunen, 2002) later converted equivalent finite-state transducers using freely available foma toolkit (Hulden, 2009a).	example, one either say: ContainsX = Σ* X Σ*; MyWords = {cat}|{dog}|{mouse}; MyRule = n -> || p; ShortWords = [MyLex1]1 ∩ Σˆ<6; or: Proceedings EACL 2009 Demonstrations Session, pages 29–32, Athens, Greece, 3 April 2009.	0
rules learned format so-called phonological replacement rules (Beesley Karttunen, 2002) later converted equivalent finite-state transducers using freely available foma toolkit (Hulden, 2009a).	Qc 2009 Association Computational Linguistics Operators Compatibility variant Function [ ] () [ ] () grouping parentheses, optionality ∀ ∃ N/A quantifiers \ ‘ term negation, substitution/homomorphism : : cross-product + ∗ + ∗ Kleene closures ˆ<n ˆ>n ˆ{m,n} ˆ<n ˆ>n ˆ{m,n} iterations 1 2 .1 .2 .u .l domain & range .f N/A eliminate unification flags $ $.	0
rules learned format so-called phonological replacement rules (Beesley Karttunen, 2002) later converted equivalent finite-state transducers using freely available foma toolkit (Hulden, 2009a).	˜ $ $.	0
