approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	Augmenting Hidden Markov Model Phrase-Dependent Word Tagging	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	possible category sequences given word sequence generated, one maximizes probability words used.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	Viterbi algorithm (Viterbi, 1967) find category sequence.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	systems previously mentioned require pre-tagged training corpus order collect word counts perform back-propagation.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	Brown Corpus (Francis Kucera, 1982) notable example corpus, used many systems cited above.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	"alternative approach taken Jelinek, (Jelinek, 1985) view training problem terms ""hidden"" Markov model: is, words training text available, corresponding categories known."	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	situation, Baum-Welch algorithm (Baum, 1972) used estimate model parameters.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	great advantage eliminating pre-tagged corpus.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	minimizes resources required, facilitates experimentation different word categories, easily adapted use languages.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	work described also makes use hidden Markov model.	1
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	One aim work investigate quality performance models minimal parameter descriptions.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	regard, word equivalence classes used (Kupiec, 1989).	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	assumed distribution use word depends set categories assume, words partitioned accordingly.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	"Thus words ""play"" ""touch"" considered behave identically, members class noun-or-verb, ""clay"" ""zinc""are members class noun."	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	partitioning drastically reduces number parameters required model, aids reliable estimation using moderate amounts training data.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	Equivalence classes {Eqvl ...Eqvm} replace words {wl...Wv} (m << v) P(Eqvi Ci) replace parameters P(Wi Ci).	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	21 category model reported Kupiec (1989) 129 equivalence classes required cover 30,000 word dictionary.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	fact, number equivalence classes essentially independent size dictionary, enabling new words added without modification model.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	Obviously, trade-off involved.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	"example, ""dog"" likely noun verb ""see"" likely verb noun."	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	However members equivalence class noun-or-verb, considered behave identically.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	local word context (embodied transition probabilities) must aid disambiguation word.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	practice, word context provides significant constraint, trade-off appears remarkably favorable one.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	Basic Model development model guided evaluation simple basic model (much development model prompted analysis errors hehaviour).	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	basic model contained states representing following categories: Determiner Noun Singular Including mass nouns Noun Plural Proper Noun Pronoun Adverb Conjunction Coordinating subordinating Preposition Adjective Including comparative superlative Verb Uninflected Verb 3rd Pers.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	Sing.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	Auxiliary Am, is, was, has, have, should, must, can, might, etc. Present Participle Including gerund Past Participle Including past tense Question Word When, what, why, etc. Unknown Words whose stems could found dictionary.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	Lisp Used tag common symbols Lisp programming language (see below:) To-inf.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	To acting infinitive marker Sentence Boundary states arranged first-order, fully connected network, state transition every state, allowing possible sequences categories.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	training corpus collection electronic mail messages concerning design Common-Lisp programming language -a somewhat less ideal representation English.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	Many Lisp-specific words vocabulary, thus tagged unknown, however lisp category nevertheless created frequently occurring Lisp symbols attempt reduce bias estimation.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	"interesting note model performs well, despite ""noisy"" training data."	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	training sentence-based, model trained using 6,000 sentences corpus.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	Eight iterations Baum-Welch algorithm used.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	implementation hidden Markov model based Rabiner, Levinson Sondhi (1983).	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	exploiting fact matrix probabilities P(Eqvi Ci) sparse, considerable improvement gained basic training algorithm iterations made states.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	initial values model parameters calculated word occurrence probabilities, words initially assumed function equally probably possible categories.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	Superlative comparative adjectives collapsed single adjective category, economize overall number categories.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	(If desired, tagging finer category replaced).	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	basic model punctuation except sentence boundaries ignored.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	interesting observation worth noting regard words act auxiliary main verbs.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	"Modal auxiliaries consistently tagged auxiliary whereas tagging auxiliaries (e.g. ""is .... have"" etc.) variable."	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	indicates modal auxiliaries recognized natural class via pattern usage.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	Extending Basic Model basic model used benchmark successive improvements.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	first addition correct treatment non-words text.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	includes hyphenation, punctuation, numbers abbreviations.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	New categories added number, abbreviation, comma.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	punctuation collapsed single new punctuation category.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	Refinement Basic Categories verb states basic model found coarse.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	example, many noun/verb ambiguities front past participles incorrectly tagged verbs.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	replacement auxiliary category following categories greatly improved this: Category Name Words included Category Have* has, have, had, be* is, am, are, was, do* do, does, modal Modal auxiliaries Unique Equivalence Classes Common Words Common words occur often enough estimated reliably.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	ranked list words corpus frequent 100 words account approximately 50% total tokens corpus, thus data available estimate reliably.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	frequent 100 words corpus assigned individually model, thereby enabling different distributions categories.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	leaves 50% corpus training equivalence classes.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	"Editing Transition Structure common error basic model assignment word ""to"" to-infcategory (""to"" acting infinitive marker) instead preposition noun phrases."	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	"surprising, ""to"" member to-inf category, P(Wi = ""to"" [ Ci = to-in]) = 1.0."	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	"contrast, P(Wi = ""to"" Ci = preposition) = 0.086, many words share preposition state."	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	Unless transition probabilities highly constraining, higher probability paths tend go to-infstate.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	situation may addressed several ways, simplest initially assign zero transition probabilities to-infstate states verbs adverb state.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	"ADJECTIVE DETERMINER states NOUN Basic Network ""Transitions  states states Basic Network Basic Network except NOUN ADJECTIVE AUGMENTED NETWORK BASIC NETWORK FULLY-CONNECTED NETWORK CONTAINING STATES EXCEPT DETERMINER Figure 1: Extending Basic Model Augmenting Model Use Networks basic model consists first-order fully connected network."	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	lexical context available modeling word's category solely category preceding word (expressed via transition probabilities P(Ci [ Ci1).	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	limited context adequately model constraint present local word context.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	straightforward method extending context use second-order conditioning takes account previous two word categories.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	Transition probabilities form P(Ci [ Ci1, Ci2).	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	n category model requires n 3 transition probabilities.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	Increasing order conditioning requires exponentially parameters.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	practice, models limited second-order, smoothing methods normally required deal problem estimation limited data.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	conditioning described uniform- possible two-category contexts modeled.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	Many neither contribute performance model, occur frequently enough estimated properly: e.g. P(Ci = determiner [ el1 -~ determiner, Ci2 = determiner).	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	alternative uniformly increasing order conditioning extend selectively.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	Mixed higher- order context modeled introducing explicit state sequences.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	arrangement basic first-order network remains, permitting possible category sequences, modeling first-order dependency.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	basic network augmented extra state sequences model certain category sequences detail.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	design augmented network based linguistic considerations also upon analysis tagging errors made basic network.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	example, may consider systematic error made basic model.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	concerns disambiguation equivalence class adjective-or-noun following determiner.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	"error exemplified sentence fragment ""The period of..."", ""period"" tagged adjective."	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	model context necessary correct error, two extra states used, shown Figure 1.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	augmented network uniquely models second-order dependencies type determiner -noun - X, determiner -adjective -X (X ranges {cl...cn}).	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	Training hidden Markov model topology corrected nine instances error test data.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	important point note improving model detail manner forcibly correct error.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	actual patterns category usage must distinct language.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	95 complete description augmented model necessary mention tying model states (Jelinek Mercer, 1980).	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	Whenever transition made state, state-dependent probability distribution P(Eqvi Ci) used obtain probability observed equivalence class.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	state generally used several places (E.g. Figure 1.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	two noun states, two adjective states: one augmented network, basic network).	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	distributions P(Eqvi Ci) considered every instance state.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	estimates pooled reassigned identically iteration Baum-Welch algorithm.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	Modeling Dependencies across Phrases Linguistic considerations used correct errors made model.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	section two illustrations given, concerning simple subject/verb agreement across intermediate prepositional phrase.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	exemplified following sentence fragments: 1.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	Temperatures upper mantle range apparently from.....	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	2.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	The velocity seismic waves rises to....	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	"basic model tagged sentences correctly, except for- ""range"" ""rises"" tagged noun plural-noun respectively 1."	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	basic network cannot model dependency number verb subject, precedes prepositional phrase.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	model dependency across phrase, networks shown Figure 2 used.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	seen simple forms prepositional phrase modeled networks; single noun may optionally preceded single adjective and/or determiner.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	final transitions networks serve discriminate correct incorrect category assignment given selected preceding context.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	previous section, corrections programmed model.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	context supplied aid training procedure, latter responsible deciding alternative likely, based training data.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	(Approximately 19,000 sentences used train networks used example).	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	Discussion Results Figure 2, two copies prepositional phrase trained separate contexts (preceding singu- lax/plural nouns).	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	disadvantage cannot share training data.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	problem could resolved tying corresponding transitions together.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	Alternatively, investigation trainable grammar (Baker, 1979; Fujisaki et al., 1989) may fruitful way develop model terms grammatical components.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	model containing refinements described, tested using magazine article containing 146 sentences (3,822 words).	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	30,000 word dictionary used, supplemented inflectional analysis words found directly dictionary.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	document, 142 words tagged unknown (their possible categories known).	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	total 1,526 words ambiguous categories (i.e. 40% document).	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	Critical examination tagging provided augmented model showed 168 word tagging errors, whereas basic model gave 215 erroneous word tags.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	former represents 95.6% correct word tagging text whole (ignoring unknown words), 89% ambiguous words.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	performance tagging program depends choice number categories used, correct tag assignment words always obvious.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	cases choice tag unclear (as often occurs idioms), tag ruled incorrect.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	"example, 9 errors 3 instances ""... well ..."" arise text."	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	would appropriate deal idioms separately, done Gaxside, Leech Sampson (1987).	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	Typical errors beyond scope model described exemplified incorrect adverbial prepositional assignment.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	1 easy construct counterexamples sentences presented here, tagging would correct.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	However, training procedure affirms counterexamples occur less frequently corpus cases shown here..	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	96 NOUN PREPOSITION ADJECTIVE UN~ PLURAL NOUN PLURAL NOUN PREPOSITION E?TIVE NO2NJC) NOUN ~ j VERB TRANSITIONS TO/FROM ~ 3RD.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	"SINGULAR STATES BASIC NETWORK SHOWN Figure 2: Augmented Networks Example Subject/Verb Agreement example, consider word ""up"" following sentences: ""He ran big bill""."	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	He ran big hill.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	Extra information required assign correct tagging.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	"examples worth noting even model based individual words, trained pre-tagged corpus, association ""up"" (as adverb) ""bill"" would captured trigrams."	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	(Work phrasal verbs, using mutual information estimates (Church et ai., 1989b) directly relevant problem).	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	tagger could extended category refinements (e.g. inclusion gerund category), single pronoun category currently causes erroneous tags adjacent words.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	respect problem unknown words, alternative category assignments could made using context embodied transition probabilities.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	stochastic method assigning part-of-speech categories unrestricted English text described.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	minimizes resources required high performance automatic tagging.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	pre-tagged training corpus required, tagger cope words found training text.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	trained reliably moderate amounts training text, use selectively augmented networks model high-order dependencies without requiring excessive number parameters.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	would like thank Meg Withgott Lanri Karttunen Xerox PARC, helpful contributions work.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	also indebted Sheldon Nicholl Univ. Illinois, comments valuable insight.	0
approach similar spirit iterative computational approaches Hidden Markov Models (Kupiec, 1989	work sponsored part Defense Advanced Research Projects Agency (DOD), Information Science Technology Office, contract #N0014086-C-8996.	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	Augmenting Hidden Markov Model Phrase-Dependent Word Tagging	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	paper describes refinements currently investigated model part-of-speech assignment words unrestricted text.	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	model advantage pre-tagged training corpus required.	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	Words represented equivalence classes reduce number parameters required provide essentially vocabulary-independent model.	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	State chains used model selective higher-order conditioning model, obviates proliferation parameters attendant uniformly higher-order models.	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	structure state chains based analysis errors linguistic knowledge.	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	Examples show word dependency across phrases modeled.	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	"determination part-of-speech categories words important problem language modeling, syntactic semantic roles words depend part-of-speech category (henceforth simply termed ""category"")."	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	Application areas include speech recognition/synthesis information retrieval.	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	Several workers addressed problem tagging text.	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	Methods ranged locally-operating rules (Greene Rubin, 1971), statistical methods (Church, 1989; DeRose, 1988; Garside, Leech Sampson, 1987; Jelinek, 1985) back-propagation (Benello, Mackie Anderson, 1989; Nakamura Shikano, 1989).	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	statistical methods described terms Markov models.	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	States model represent categories {cl...c=} (n number different categories used).	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	first order model, Ci Ci_l random variables denoting categories words position (i - 1) text.	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	transition probability P(Ci = cz ] Ci_~ = %) linking two states cz cy, represents probability category cx following category %.	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	word position represented random variable Wi, ranges vocabulary {w~ ...wv} (v number words vocabulary).	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	State-dependent probabilities form P(Wi = Wa ] Ci = cz) represent probability word Wa seen, given category c~.	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	"instance, word ""dog"" seen states noun verb, nonzero probability states."	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	word sequence considered generated underlying sequence categories.	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	possible category sequences given word sequence generated, one maximizes probability words used.	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	Viterbi algorithm (Viterbi, 1967) find category sequence.	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	systems previously mentioned require pre-tagged training corpus order collect word counts perform back-propagation.	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	Brown Corpus (Francis Kucera, 1982) notable example corpus, used many systems cited above.	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	"alternative approach taken Jelinek, (Jelinek, 1985) view training problem terms ""hidden"" Markov model: is, words training text available, corresponding categories known."	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	situation, Baum-Welch algorithm (Baum, 1972) used estimate model parameters.	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	great advantage eliminating pre-tagged corpus.	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	minimizes resources required, facilitates experimentation different word categories, easily adapted use languages.	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	work described also makes use hidden Markov model.	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	One aim work investigate quality performance models minimal parameter descriptions.	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	regard, word equivalence classes used (Kupiec, 1989).	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	assumed distribution use word depends set categories assume, words partitioned accordingly.	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	"Thus words ""play"" ""touch"" considered behave identically, members class noun-or-verb, ""clay"" ""zinc""are members class noun."	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	partitioning drastically reduces number parameters required model, aids reliable estimation using moderate amounts training data.	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	Equivalence classes {Eqvl ...Eqvm} replace words {wl...Wv} (m << v) P(Eqvi Ci) replace parameters P(Wi Ci).	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	21 category model reported Kupiec (1989) 129 equivalence classes required cover 30,000 word dictionary.	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	fact, number equivalence classes essentially independent size dictionary, enabling new words added without modification model.	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	Obviously, trade-off involved.	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	"example, ""dog"" likely noun verb ""see"" likely verb noun."	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	However members equivalence class noun-or-verb, considered behave identically.	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	local word context (embodied transition probabilities) must aid disambiguation word.	0
[Kupiec, 1989a], networks used selectively augment context basic first- order model, rather using uniformly second-order dependencies.	practice, word context provides significant constraint, trade-off appears remarkably favorable one.	0
