Nine combination methods originally suggested Van Halteren et al.	Improving Data Driven Wordclass Tagging System Combination	0
Nine combination methods originally suggested Van Halteren et al.	experiment, divide corpus three parts.	0
Nine combination methods originally suggested Van Halteren et al.	"first part, called Train, consists 80% data (931062 tokens), constructed 3Ditto tags used components multi- token units, e.g. ""as well as"" taken coordination conjunction, tagged ""as_CC1 well_CC2 as_CC3"", using three related different ditto tags."	0
Nine combination methods originally suggested Van Halteren et al.	taking first eight utterances every ten.	0
Nine combination methods originally suggested Van Halteren et al.	part used train individual tag- gers.	0
Nine combination methods originally suggested Van Halteren et al.	second part, Tune, consists 10% data (every ninth utterance, 114479 tokens) used select best tagger parameters applicable develop combination methods.	0
Nine combination methods originally suggested Van Halteren et al.	third final part, Test, consists remaining 10% (.115101 tokens) used final performance measurements tuggers.	0
Nine combination methods originally suggested Van Halteren et al.	Tune Test contain around 2.5% new tokens (wrt Train) 0.2% known tokens new tags.	0
Nine combination methods originally suggested Van Halteren et al.	data Train (for individual tuggers) Tune (for combination tuggers) information used tagger construction: components tuggers (lexicon, context statistics, etc.) entirely data driven manual adjustments done.	0
Nine combination methods originally suggested Van Halteren et al.	data Test never inspected detail used benchmark tagging quality measurement.	0
Nine combination methods originally suggested Van Halteren et al.	order see whether combination component tuggers likely lead improvements tagging quality, first examine results individual taggers applied Tune.	0
Nine combination methods originally suggested Van Halteren et al.	far know also one first rigorous measurements relative quality different tagger generators, using single tagset dataset identical circumstances.	0
Nine combination methods originally suggested Van Halteren et al.	quality individual tuggers (cf.	0
Nine combination methods originally suggested Van Halteren et al.	Table 2 below) certainly still leaves room improvement, although tagger E surprises us accuracy well results reported far makes us less confident gain accomplished combination.	0
Nine combination methods originally suggested Van Halteren et al.	However, room improvement enough.	0
Nine combination methods originally suggested Van Halteren et al.	explained above, combination lead improvement, component taggers must differ errors make.	0
Nine combination methods originally suggested Van Halteren et al.	indeed case seen Table 1.	0
Nine combination methods originally suggested Van Halteren et al.	shows 99.22% Tune, least one tagger selects correct tag.	0
Nine combination methods originally suggested Van Halteren et al.	However, unlikely able identify 4This implies impossible note errors counted tagger fact errors benchmark tagging.	0
Nine combination methods originally suggested Van Halteren et al.	accept measuring quality relation specific tagging rather linguistic truth (if exists) hope tagged LOB corpus lives reputation.	0
Nine combination methods originally suggested Van Halteren et al.	Taggers Correct 92.49 Majority Correct (31,211) 4.34 Correct Present, Majority 1.37 (22,1111) Minority Correct (13,121) 1.01 Taggers Wrong 0.78 Table 1: Tagger agreement Tune.	0
Nine combination methods originally suggested Van Halteren et al.	patterns brackets give distribution correct/incorrect tags systems.	0
Nine combination methods originally suggested Van Halteren et al.	tag case.	0
Nine combination methods originally suggested Van Halteren et al.	rather aim optimal selection cases correct tag outvoted, would ideally lead correct tagging 98.21% words (in Tune).	0
Nine combination methods originally suggested Van Halteren et al.	Simple Voting many ways results component taggers combined, selecting single tag set proposed taggers.	0
Nine combination methods originally suggested Van Halteren et al.	following sections examine number them.	0
Nine combination methods originally suggested Van Halteren et al.	accuracy measurements listed Table 2.	0
Nine combination methods originally suggested Van Halteren et al.	5 straightforward selection method n-way vote.	0
Nine combination methods originally suggested Van Halteren et al.	tagger allowed vote tag choice tag highest number votes selected.	0
Nine combination methods originally suggested Van Halteren et al.	6 question large vote allow tagger.	0
Nine combination methods originally suggested Van Halteren et al.	democratic option give tagger one vote (Majority).	0
Nine combination methods originally suggested Van Halteren et al.	However, appears useful give weight taggers proved quality.	0
Nine combination methods originally suggested Van Halteren et al.	general quality, e.g. tagger votes overall precision (TotPrecision), quality relation current situation, e.g. tagger votes precision suggested tag (Tag- Precision).	0
Nine combination methods originally suggested Van Halteren et al.	information tagger's quality derived inspection results Tune.	0
Nine combination methods originally suggested Van Halteren et al.	5For tag X, precision measures percentage tokens tagged X tagger also tagged X benchmark recall measures percentage tokens tagged X benchmark also tagged X tagger.	0
Nine combination methods originally suggested Van Halteren et al.	abstracting away individual tags, precision recall equal measure many tokens tagged correctly; case also use generic term accuracy.	0
Nine combination methods originally suggested Van Halteren et al.	6In experiment, random selection among winning tags made whenever tie.	0
Nine combination methods originally suggested Van Halteren et al.	Table 2: Accuracy individual taggers combination methods.	1
Nine combination methods originally suggested Van Halteren et al.	even information well taggers perform.	0
Nine combination methods originally suggested Van Halteren et al.	know whether believe propose (precision) also know often fail recognize correct tag (recall).	0
Nine combination methods originally suggested Van Halteren et al.	information used forcing tagger also add vote tags suggested opposition, amount equal 1 minus recall opposing tag (Precision-Recall).	0
Nine combination methods originally suggested Van Halteren et al.	turns out~ voting systems outperform best single tagger, E. 7 Also, best voting system one specific information used, Precision-Recall.	0
Nine combination methods originally suggested Van Halteren et al.	However, specific information always superior, TotPrecision scores higher TagPrecision.	0
Nine combination methods originally suggested Van Halteren et al.	might explained fact recall information missing (for overall performance matter, since recall equal precision).	0
Nine combination methods originally suggested Van Halteren et al.	7Even worst combinator, Majority, significantly better E: using McNemar's chi-square, p--0.	0
Nine combination methods originally suggested Van Halteren et al.	Pairwise Voting far, used information performance individual taggers.	0
Nine combination methods originally suggested Van Halteren et al.	next step examine pairs.	0
Nine combination methods originally suggested Van Halteren et al.	investigate situations one tagger suggests T1 T2 estimate probability situation tag actually Tx.	0
Nine combination methods originally suggested Van Halteren et al.	combining taggers, every tagger pair taken turn allowed vote (with probability described above) possible tag, i.e. ones suggested component taggers.	0
Nine combination methods originally suggested Van Halteren et al.	tag pair T1T2 never observed Tune, fall back information individual taggers, viz.	0
Nine combination methods originally suggested Van Halteren et al.	probability tag Tx given tagger suggested tag Ti.	0
Nine combination methods originally suggested Van Halteren et al.	Note method (and next section) tag suggested minority (or even none) taggers still chance win.	0
Nine combination methods originally suggested Van Halteren et al.	principle, could remove restriction gain 22 1111 cases.	0
Nine combination methods originally suggested Van Halteren et al.	practice, chance beat majority slight indeed get hopes high happen often.	0
Nine combination methods originally suggested Van Halteren et al.	used Test, pairwise voting strategy (TagPair) clearly outperforms voting strategies, 8 yet approach level tying majority votes handled correctly (98.31%).	0
Nine combination methods originally suggested Van Halteren et al.	Stacked classifiers measurements far appears use detailed information leads better accuracy improvement.	0
Nine combination methods originally suggested Van Halteren et al.	ought therefore advantageous step away underlying mechanism voting model situations observed Tune closely.	0
Nine combination methods originally suggested Van Halteren et al.	practice feeding outputs number classifiers features next learner sit significantly better runner-up (Precision-Recall) p=0.	0
Nine combination methods originally suggested Van Halteren et al.	usually called stacking (Wolpert 1992).	0
Nine combination methods originally suggested Van Halteren et al.	second stage provided first level outputs, additional information, e.g. original input pattern.	0
Nine combination methods originally suggested Van Halteren et al.	first choice use Memory- Based second level learner.	0
Nine combination methods originally suggested Van Halteren et al.	basic version (Tags), case consists tags suggested component taggers correct tag.	0
Nine combination methods originally suggested Van Halteren et al.	advanced versions also add information word question (Tags+Word) tags suggested taggers previous next position (Tags+Context).	0
Nine combination methods originally suggested Van Halteren et al.	first two similarity metric used tagging straightforward overlap count; third need use Information Gain weighting (Daelemans ct al. 1997).	0
Nine combination methods originally suggested Van Halteren et al.	Surprisingly, none Memory-Based based methods reaches quality TagPair.	0
Nine combination methods originally suggested Van Halteren et al.	9 explanation found examine differences within Memory- Based general strategy: feature information stored, higher accuracy Tune, lower accuracy Test.	0
Nine combination methods originally suggested Van Halteren et al.	likely overtraining effect: Tune probably small collect case bases leverage stacking effect convincingly, especially since 7.51% second stage material shows disagreement featured tags.	0
Nine combination methods originally suggested Van Halteren et al.	examine overtraining effects specific particular second level classifier, also used C5.0 system, commercial version well-known program C4.5 (Quinlan 1993) induction decision trees, training material.	0
Nine combination methods originally suggested Van Halteren et al.	1° C5.0 prunes decision tree, overfitting training material (Tune) less Memory-Based learning, results Test also worse.	0
Nine combination methods originally suggested Van Halteren et al.	conjecture pruning beneficial interesting cases rare.	0
Nine combination methods originally suggested Van Halteren et al.	realise benefits stacking, either data needed second stage classifier better suited type problem.	0
Nine combination methods originally suggested Van Halteren et al.	9Tags (Memory-Based) scores significantly worse TagPair (p=0.0274) significantly better Precision-Recall (p=0.2766).	0
Nine combination methods originally suggested Van Halteren et al.	1°Tags+Word could handled C5.0 due huge number feature values.	0
Nine combination methods originally suggested Van Halteren et al.	Test Increase vs % Reduc- Component tion Error Average Rate Best Component 96.08 - R 96.46 96.95 MR 97.03 96.70+0.33 2.6 (M) RT 97.11 96.27+0.84 18.4 (R) MT 97.26 96.52+0.74 lO.2 (M) E 97.43 MRT 97.52 96.50+1.02 18.7 (M) 97.56 97.19+0.37 5.1 (E) ER 97.58 96.95+0.63 5.8 (E) ET 97.60 96.76+0.84 6.6 (E) MER 97.75 96.95+0.80 12.5 (E) ERT 97.79 96.66+1.13 14.0 (E) MET 97.86 96.82+1.04 16.7 (E) MERT 97.92 96.73+1.19 19.1 (E) Table 3: Correctness scores Test Pairwise Voting tagger combinations 7 value combination.	0
Nine combination methods originally suggested Van Halteren et al.	relation accuracy combinations (using TagPair) individual taggers shown Table 3.	0
Nine combination methods originally suggested Van Halteren et al.	important observation every combination (significantly) outperforms combination strict subset components.	0
Nine combination methods originally suggested Van Halteren et al.	Also note improvement yielded best combination.	0
Nine combination methods originally suggested Van Halteren et al.	pairwise voting system, using four individual taggers, scores 97.92% correct Test, 19.1% reduction error rate best individual system, viz.	0
Nine combination methods originally suggested Van Halteren et al.	Maximum Entropy tagger (97.43%).	0
Nine combination methods originally suggested Van Halteren et al.	major factor quality combination results obviously quality best component: combinations E score higher without E (although M, R together able beat E alone11).	0
Nine combination methods originally suggested Van Halteren et al.	that, decisive factor appears difference language model: generally better combiner R, 12 even though lowest accuracy operating alone.	0
Nine combination methods originally suggested Van Halteren et al.	possible criticism proposed combi11By margin edge significance: p=0.0608.	0
Nine combination methods originally suggested Van Halteren et al.	12Although significantly better, e.g. differences within group ME/ER/ET significant.	0
Nine combination methods originally suggested Van Halteren et al.	nation scheme fact successful combination schemes, one reserve nontrivial portion (in experiment 10% total material) annotated data set parameters combination.	0
Nine combination methods originally suggested Van Halteren et al.	see whether fact good way spend extra data, also trained two best individual systems (E M, exactly settings first experiments) concatenation Train Tune, access every piece data combination seen.	0
Nine combination methods originally suggested Van Halteren et al.	turns increase individual taggers quite limited compared combination.	0
Nine combination methods originally suggested Van Halteren et al.	extensively trained E scored 97.51% correct Test (3.1% error reduction) 97.07% (3.9% error reduction).	0
Nine combination methods originally suggested Van Halteren et al.	Conclusion.	0
Nine combination methods originally suggested Van Halteren et al.	experiment shows that, least task hand, combination several different systems allows us raise performance ceiling data driven systems.	0
Nine combination methods originally suggested Van Halteren et al.	Obviously still room closer examination differences combination methods, e.g. question whether Memory-Based combination would performed better provided training data Tune, remaining errors, e.g. effects inconsistency data (cf.	0
Nine combination methods originally suggested Van Halteren et al.	Ratnaparkhi 1996 effects Penn Treebank corpus).	0
Nine combination methods originally suggested Van Halteren et al.	Regardless closer investigation, feel results encouraging enough extend investigation combination, starting additional component taggers selection strategies, going shifts tagsets and/or languages.	0
Nine combination methods originally suggested Van Halteren et al.	investigation need limited wordclass tagging, expect many NLP tasks combination could lead worthwhile improvements.	0
Nine combination methods originally suggested Van Halteren et al.	thanks go creators tagger generators used making systems available.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	Improving Data Driven Wordclass Tagging System Combination	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	paper examine differences modelling different data driven systems performing NLP task exploited yield higher accuracy best individual system.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	means experiment involving task morpho-syntactic wordclass tagging.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	Four well-known tagger generators (Hidden Markov Model, Memory-Based, Transformation Rules Maximum Entropy) trained corpus data.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	comparison, outputs combined using several voting strategies second stage classifiers.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	combination taggers outperform best component, best combination showing 19.1% lower error rate best individual tagger.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	Natural Language Processing (NLP) systems, find one language models used predict, classify and/or interpret language related observations.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	Traditionally, models categorized either rule-based/symbolic corpus-based/probabilistic.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	Recent work (e.g. Brill 1992) demonstrated clearly categorization fact mix-up two distinct Categorization systems: one hand representation used language model (rules, Markov model, neural net, case base, etc.) hand manner model constructed (hand crafted vs. data driven).	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	Data driven methods appear popular.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	explained fact that, general, hand crafting explicit model rather difficult, especially since modelled, natural language, (yet) well- understood.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	data driven method used, model automatically learned implicit structure annotated training corpus.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	much easier quickly lead model produces results 'reasonably' good quality.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	Obviously, 'reasonably good quality' ultimate goal.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	Unfortunately, quality reached given task limited, merely potential learning method used.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	limiting factors power hard- software used implement learning method availability training material.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	limitations, find tasks (at point time) faced ceiling quality reached (then) available machine learning system.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	However, fact given system cannot go beyond ceiling mean machine learning whole similarly limited.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	potential loophole type learning method brings 'inductive bias' task therefore different methods tend produce different errors.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	paper, concerned question whether differences models indeed exploited yield data driven model superior performance.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	machine learning literature approach known ensemble, stacked, combined classifiers.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	shown that, errors uncorrelated sufficient degree, resulting combined classifier often perform better individual systems (Ali Pazzani 1996; Chan Stolfo 1995; Tumer Gosh 1996).	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	underlying assumption twofold.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	First, combined votes make system robust quirks learner's particular bias.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	Also, use information individual method's behaviour principle even admits possibility fix collective errors.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	execute investigation means experiment.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	NLP task used experiment morpho-syntactic wordclass tagging.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	reasons choice several.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	First all, tagging widely researched well-understood task (cf.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	van Halteren (ed.)	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	1998).	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	Second, current performance levels task still leave room improvement: 'state art' performance data driven automatic wordclass taggers (tagging English text single tags low detail tagset) 9697% correctly tagged words.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	Finally, number rather different methods available generate fully functional tagging system annotated text.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	Component taggers 1992, van Halteren combined number taggers way straightforward majority vote (cf.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	van Halteren 1996).	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	Since component taggers used n-gram statistics model context probabilities knowledge representation hence fundamentally component, results limited.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	varied systems available, variety hope lead better combination effects.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	experiment selected four systems, primarily basis availability.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	uses different features text tagged, completely different representation language model.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	first oldest system uses traditional trig-ram model (Steetskamp 1995; henceforth tagger T, Trigrams), based context statistics P(ti[ti-l,ti-2) lexical statistics P(tilwi) directly estimated relative corpus frequencies.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	Viterbi algorithm used determine probable tag sequence.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	Since model facilities handling unknown words, Memory-Based system (see below) used propose distributions potential tags words lexicon.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	second system Transformation Based Learning system described Brill (19941; henceforth tagger R, Rules).	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	1 Brill's system available collection C programs Perl scripts ftp ://ftp.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	cs.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	j hu.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	edu/pub/brill/Programs/ RULE_BASED_TAGGER_V.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	I. 14.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	tar.	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	Z. system starts basic corpus annotation (each word tagged likely tag) searches space transformation rules order reduce discrepancy current annotation correct one (in case 528 rules learned).	0
.nally, TAGPAIR uses classi.cation pair weights based probability classi.cation predicted classi.cation pair (van Halteren et al., 1998).	tagging rules applied sequence new text.	0
